Generation,Timestamp,AX,AY,AZ,lAX,lAY,lAZ,,Generation,Timestamp,Speed
1905,6:14:09,-0.021548472,1.063058,9.620196,-1.8552643,-3.9857879,1.5406964,,,,
1906,6:14:09,0.67757976,0.9337672,9.785401,-1.4603806,-3.7753415,1.813961,,419,6:19:49,4.211999846
1907,6:14:09,0.062251143,1.1396748,9.648928,-1.724205,-4.0884657,1.6771641,,,,
1908,6:14:09,-0.12689656,1.637684,8.806143,-2.038446,-3.615993,0.7034602,,420,6:19:50,6.3
1909,6:14:09,0.021548472,1.1229149,10.771842,-1.8723644,-3.760437,2.4683063,,,,
1910,6:14:10,0.19633053,1.4174107,10.953807,-1.4951205,-3.4151511,2.759971,,421,6:19:51,8.279999828
1911,6:14:10,0.38308397,0.76616794,8.576292,-1.4099945,-4.303609,0.6809724,,,,
1912,6:14:10,0.409421,1.3910737,10.0200405,-1.2374258,-3.5928407,1.3641727,,422,6:19:52,9.323999691
1913,6:14:10,0.32083282,0.339987,10.415095,-1.5712023,-4.371566,2.12415,,,,
1914,6:14:10,0.14126222,0.53392327,9.838076,-1.4865729,-4.50543,1.261932,,423,6:19:53,10.58400021
1915,6:14:10,-0.4860378,1.4198049,9.675264,-2.1198509,-3.5109406,1.2110022,,,,
1916,6:14:10,-0.36871833,1.2593886,11.808563,-1.8350308,-3.905465,3.4223676,,424,6:19:54,13.96800041
1917,6:14:10,0.32801566,1.8268317,9.888355,-1.403294,-3.2038815,1.3243155,,,,
1918,6:14:10,0.48843205,1.0439038,10.276228,-1.0623574,-3.8536744,2.000729,,425,6:19:55,14.90399952
1919,6:14:10,-0.05985687,1.7621863,8.8085375,-1.7245054,-3.4574013,0.64878255,,,,
1920,6:14:11,0.65363705,1.0798179,10.707197,-0.91549003,-3.8361359,2.2167106,,426,6:19:56,16.38000069
1921,6:14:11,-0.14365649,0.81644773,10.589877,-1.5002586,-4.152018,2.5509148,,,,
1922,6:14:11,-0.33759275,1.6544439,9.284998,-1.6768625,-3.4186432,-0.3820696,,427,6:19:57,14.25600014
1923,6:14:11,0.15802214,1.2785428,9.148524,-1.4802507,-3.9383724,1.8593266,,,,
1924,6:14:11,-0.56265455,0.6608198,12.306573,-1.7505605,-4.1451864,3.6305,,428,6:19:58,7.2
1925,6:14:11,0.56265455,1.4748733,8.265037,-1.0924515,-3.6850803,-0.04367609,,,,
1926,6:14:11,0.6392714,0.5027977,10.757477,-1.0811841,-4.3333464,2.536613,,429,6:19:59,7.559999657
1927,6:14:11,0.24421602,0.41181526,9.692024,-1.5659782,-4.741867,2.7048137,,,,
1928,6:14:11,0.50758624,1.3288225,9.522031,-1.1331413,-3.780006,1.0284384,,430,6:20:00,12.74399986
1929,6:14:12,-0.071828246,1.201926,10.017646,-1.4992611,-3.9861877,1.6182057,,,,
1930,6:14:12,0.33759275,1.0654523,10.182851,-1.2144516,-3.921476,2.0361881,,431,6:20:01,12.31200027
1931,6:14:12,-0.038308397,1.1684061,9.624985,-1.4741733,-3.9160264,1.6923004,,,,
1932,6:14:12,0.24900457,0.8356019,10.084685,-1.0991484,-4.200303,1.5082623,,432,6:20:02,12.88799973
1933,6:14:12,-0.16281068,1.1061549,9.979338,-1.5065978,-3.947602,2.054598,,,,
1934,6:14:12,0.057462595,0.8379962,10.522838,-1.2666756,-4.0490828,2.060011,,433,6:20:03,12.92399969
1935,6:14:12,0.18914771,1.4676905,9.591465,-1.1661112,-3.744246,1.5708233,,,,
1936,6:14:12,0.35914123,0.81165916,10.041589,-0.87403345,-4.1333704,1.5949364,,434,6:20:04,13.57199993
1937,6:14:12,-0.00478855,1.4964218,10.144543,-1.1902841,-3.790779,1.7305193,,,,
1938,6:14:12,0.59378016,0.96489275,9.98652,-0.9038609,-3.9952424,1.8580459,,435,6:20:05,12.38400021
1939,6:14:13,-0.102953814,1.8938714,9.814133,-1.2065909,-3.419478,1.7531109,,,,
1940,6:14:13,-0.18435916,1.7621863,9.364009,-1.4167205,-3.5181766,1.1784346,,436,6:20:06,7.956000137
1941,6:14:13,-0.023942748,1.7214836,10.38397,-1.0879161,-3.5305333,2.087607,,,,
1942,6:14:13,-0.071828246,1.8819,9.364009,-1.1999145,-3.3869896,1.298668,,437,6:20:07,9.504000378
1943,6:14:13,0.016759925,1.5227587,9.545974,-1.1834003,-3.4569142,1.1207254,,,,
1944,6:14:13,-2.257801,2.3966691,16.343319,-1.6331985,-3.3717065,4.1693654,,438,6:20:08,8.712000275
1572,6:13:31,0.39266106,1.2354459,10.63058,8.603791,0.18803626,5.1091743,,,,
1573,6:13:31,0.97446984,0.6081458,11.65533,9.313599,-0.763492,6.7940035,,439,6:20:09,8.712000275
1574,6:13:32,0.51955765,1.7119064,9.081485,8.70603,0.3328181,4.274169,,,,
1575,6:13:32,0.4070267,1.3479767,9.981731,8.579852,0.113920674,4.428626,,440,6:20:10,9.792000103
1576,6:13:32,0.052674048,2.3248408,9.184438,8.217636,0.88576925,4.4061275,,,,
1577,6:13:32,0.7134939,1.8531687,9.462174,8.831974,0.7961317,3.7675483,,441,6:20:11,10.72800007
1578,6:13:32,0.05506832,1.924997,9.701602,8.381119,0.5907043,4.361226,,,,
1579,6:13:32,0.33519846,1.5227587,10.094262,8.5693865,0.49562818,4.9367003,,442,6:20:12,9.107999897
1580,6:13:32,0.12450229,1.8004947,9.500483,8.425326,0.8405244,4.294269,,,,
1581,6:13:32,0.339987,2.0662591,9.718362,8.566483,1.0329791,4.5964985,,443,6:20:13,8.928000069
1582,6:13:32,1.010384,1.8052832,10.419884,9.21615,0.9918873,4.9948463,,,,
1583,6:13:32,1.3288225,1.3360053,9.634562,9.493852,0.2724676,4.5162497,,444,6:20:14,10.44000034
1584,6:13:33,0.9481328,1.0774237,9.921875,9.005075,0.2659467,4.461955,,,,
1585,6:13:33,0.5913859,1.4916332,8.921068,8.658119,0.7389099,3.240338,,445,6:20:15,8.964000034
1586,6:13:33,0.41181526,0.9194015,10.853248,8.5955,0.16572356,5.022111,,,,
1587,6:13:33,0.38308397,1.7047237,9.385557,8.443619,1.1718438,4.2862434,,446,6:20:16,9.179999828
1588,6:13:33,0.81165916,0.48124924,10.891556,9.024693,0.032916255,5.2232876,,,,
1589,6:13:33,0.24182175,1.5299416,9.514848,8.54022,0.87959397,4.5549307,,447,6:20:17,8.856000137
1590,6:13:33,0.5458947,0.9505271,9.526819,8.618713,0.7985316,4.060731,,,,
1591,6:13:33,0.15802214,0.73743665,11.121407,8.533069,0.49357677,5.6224732,,448,6:20:18,6.120000172
1592,6:13:33,0.05506832,0.9577099,9.454991,8.302228,0.6696537,4.799903,,,,
1593,6:13:33,0.13886794,0.7972935,10.33369,8.412091,0.719983,5.108224,,449,6:20:19,4.428000069
1594,6:13:34,0.105348095,0.9122187,9.591465,8.285127,0.65624195,4.5224023,,,,
1595,6:13:34,0.24900457,1.3096683,10.245102,8.474399,1.334572,4.71087,,450,6:20:20,3.023999906
1596,6:13:34,0.49800915,0.52674043,10.242707,8.691904,0.5533478,4.773885,,,,
1597,6:13:34,0.49082634,0.9289786,9.811738,8.686068,0.8667574,4.522986,,451,6:20:21,3.852000189
1598,6:13:34,0.84278476,0.39505535,10.257073,8.970906,0.37533727,4.713659,,,,
1599,6:13:34,0.76616794,0.84039044,9.155706,8.844688,0.9065835,3.517096,,452,6:20:22,3.239999914
1600,6:13:34,0.6153286,0.3232271,11.511673,8.879878,0.09865613,6.3386574,,,,
1601,6:13:34,0.37111259,1.4652961,7.987301,8.381803,1.5492393,2.3638148,,453,6:20:23,1.871999931
1602,6:13:34,0.31365,0.38068968,10.43425,8.61555,0.31754223,5.116369,,,,
1603,6:13:34,-0.55307746,1.2785428,10.340873,7.7683945,1.4509201,4.9072022,,454,6:20:24,5.688000154
1604,6:13:35,0.117319465,0.9194015,9.70639,8.398153,1.1042777,4.813947,,,,
1605,6:13:35,0.13647367,0.5123748,10.541992,8.562277,0.9715454,4.650687,,455,6:20:25,5.328000069
1606,6:13:35,-0.34477556,1.5586729,9.2490835,8.073614,1.695689,4.549327,,,,
1607,6:13:35,0.038308397,-0.14126222,11.873209,8.485976,0.7019255,5.840564,,456,6:20:26,7.164000034
1608,6:13:35,-0.6177229,1.2138973,9.289786,7.885881,1.2929018,4.5634766,,,,
1609,6:13:35,-0.10055954,1.1013664,10.111023,8.294867,1.7019411,3.8069222,,457,6:20:27,7.668000412
1610,6:13:35,-0.2849187,1.1636176,10.228342,8.126258,1.2430155,5.79783,,,,
1611,6:13:35,0.21787901,2.2697725,8.118986,8.386622,2.6958146,2.958187,,458,6:20:28,11.30400038
1612,6:13:35,-0.29210153,0.43575802,12.024048,8.204128,0.9619764,6.81446,,,,
1613,6:13:35,-0.13647367,2.2027328,8.758257,8.170034,2.5959666,3.4404068,,459,6:20:29,11.84399986
1614,6:13:36,-0.04070267,0.5554718,11.339286,8.377622,1.1642419,6.109358,,,,
1615,6:13:36,-0.35914123,1.8819,9.179649,8.02389,2.293935,4.211449,,460,6:20:30,13.24800024
1945,6:14:15,-0.749408,2.3918805,8.583475,-1.971452,-2.883293,0.22813797,,,,
1946,6:14:16,0.035914123,2.4876516,10.247497,-1.2689005,-2.5767674,1.9909012,,461,6:20:31,12.81599979
1947,6:14:16,-0.1987248,1.6688095,10.235525,-1.3870019,-3.367499,1.9996601,,,,
1948,6:14:16,-0.34477556,2.1835787,9.58907,-1.6233437,-3.0238082,1.2191637,,462,6:20:32,12.4920001
1949,6:14:16,0.18675344,2.020768,9.775824,-1.2250943,-3.0603628,1.6341312,,,,
1950,6:14:16,-0.076616794,1.7047237,9.780613,-1.6037366,-3.238868,1.5393025,,463,6:20:33,10.15199976
1951,6:14:16,-0.17717634,2.1332989,9.42626,-1.7144,-2.5521622,1.0176305,,,,
1952,6:14:16,-0.29689008,1.6999351,10.178062,-1.6680286,-3.1628985,2.219171,,464,6:20:34,13.42800007
1953,6:14:16,-0.057462595,2.0159793,9.536397,-1.5724686,-2.5633454,0.5103713,,,,
1954,6:14:16,-0.11013664,1.5874043,9.189227,-1.8233694,-3.0533476,1.2945079,,465,6:20:35,14.07600031
1955,6:14:16,-0.2657645,1.4964218,10.97775,-1.6673157,-2.990465,2.0519729,,,,
1956,6:14:17,-0.18914771,1.9944309,9.876384,-1.7109216,-2.6211855,1.2832124,,466,6:20:36,15.91200027
1957,6:14:17,-0.16281068,1.3264283,10.652128,-1.5505592,-3.3226135,2.0217617,,,,
1958,6:14:17,-0.21069619,2.238647,9.0288105,-1.7822831,-2.2855268,0.52368975,,467,6:20:37,16.84799938
1959,6:14:17,-0.11971374,1.7358493,12.225167,-1.5768036,-2.4736595,2.4235973,,,,
1960,6:14:17,0.17478207,2.2889266,8.375174,-1.7926915,-2.1717074,-0.17475376,,468,6:20:38,14.18400021
1961,6:14:17,0.74222517,1.1157321,10.278622,-1.1314064,-3.4986691,2.1661372,,,,
1962,6:14:17,0.39266106,1.1540405,10.965778,-1.3988286,-3.2721248,1.9650106,,469,6:20:39,14.75999966
1963,6:14:17,0.20590763,2.456526,8.612206,-1.6460863,-2.4023697,0.106691554,,,,
1964,6:14:17,-0.34716985,0.68715686,12.653743,-1.8111012,-3.580276,3.5659268,,470,6:20:40,14.36400003
1965,6:14:17,0.36632404,2.648068,8.509253,-1.4228774,-2.017127,0.1713974,,,,
1966,6:14:18,0.5818088,0.6153286,11.624205,-1.1444333,-3.487899,2.7617068,,471,6:20:41,13.78799973
1967,6:14:18,0.34716985,1.9872481,8.466156,-1.6323469,-2.4717193,0.160392,,,,
1968,6:14:18,-0.14365649,1.5730386,9.311335,-1.8211699,-3.183675,1.3009074,,472,6:20:42,11.91599979
1969,6:14:18,-0.102953814,2.2147043,9.478934,-1.7569462,-2.3313403,0.71530676,,,,
1970,6:14:18,-0.08619389,1.324034,11.420691,-1.675143,-3.1216307,2.7709718,,473,6:20:43,9.359999657
1971,6:14:18,0.13886794,2.3272352,7.963358,-1.5715873,-2.3675752,-0.37259942,,,,
1972,6:14:18,-0.057462595,1.1803775,10.099051,-1.6448902,-3.2611718,1.2995411,,474,6:20:44,11.01599979
1973,6:14:18,0.11253092,1.6496553,9.428655,-1.4613469,-2.8339787,0.98328924,,,,
1974,6:14:18,-0.21309046,1.7286664,11.863631,-1.6736958,-2.6549182,3.1023784,,475,6:20:45,11.41200027
1975,6:14:18,0.51716334,1.7981004,9.217958,-0.9437248,-2.6478877,0.33411914,,,,
1976,6:14:19,0.03351985,1.1492519,10.474953,-1.7212555,-3.3173988,2.5327384,,476,6:20:46,11.91599979
1977,6:14:19,0.05027977,1.5371244,9.438231,-1.5876224,-3.1441357,0.9323815,,,,
1978,6:14:19,-0.06464542,2.2194927,8.250671,-1.7333252,-2.3361063,-0.5779861,,477,6:20:47,11.08799973
1979,6:14:19,-0.8834874,1.664021,9.670476,-2.2460346,-3.1327631,1.2757388,,,,
1980,6:14:19,-0.11253092,2.2170985,9.981731,-1.6349971,-2.3404422,1.6786312,,478,6:20:48,9.359999657
1981,6:14:19,-0.25858167,1.3982565,9.514848,-1.6369889,-3.2991014,1.225059,,,,
1982,6:14:19,-0.24421602,1.5275474,9.976943,-1.6485459,-3.0276368,1.4029955,,479,6:20:49,8.964000034
1983,6:14:19,-0.25139886,1.7166951,9.560339,-1.7849779,-2.926057,1.7164986,,,,
1984,6:14:19,-0.86193895,1.3144568,11.856449,-2.0095456,-3.283765,3.4669063,,480,6:20:50,10.04399986
1985,6:14:19,-0.7302538,2.2506182,8.722343,-2.1275811,-2.5089014,0.6445777,,,,
1986,6:14:20,-0.7039168,0.75180227,11.413508,-2.1380525,-3.4975777,2.1840446,,481,6:20:51,11.95199976
1987,6:14:20,-0.15802214,1.9728824,9.876384,-1.952318,-2.6637087,0.37411317,,,,
1988,6:14:20,0.71588814,1.1923488,10.676071,-1.1057336,-2.9899735,2.302631,,482,6:20:52,10.9079999
1989,6:14:20,0.2777359,2.1213274,8.722343,-1.6833856,-2.76953,0.15374938,,,,
1990,6:14:20,-0.038308397,1.9537282,9.423865,-1.9706491,-2.9695287,1.719096,,483,6:20:53,15.22800007
1991,6:14:20,0.12689656,1.4772675,8.9976845,-1.7742035,-3.0746603,0.3528617,,,,
1992,6:14:20,-0.04070267,1.2689656,9.510059,-1.8178316,-3.4118237,1.2882202,,484,6:20:54,14.65200062
1993,6:14:20,-0.105348095,0.61293435,11.624205,-1.7091869,-3.7914996,2.661983,,,,
1994,6:14:20,-0.51955765,1.7023294,8.38475,-2.2117085,-2.8839326,-0.00341568,,485,6:20:55,14.22000017
1995,6:14:20,-0.5411061,0.045491222,11.93546,-2.1692605,-4.331834,3.173778,,,,
1996,6:14:21,0.102953814,2.0925963,8.300951,-1.8535086,-2.5061681,-0.13206701,,486,6:20:56,15.26399918
1997,6:14:21,0.028731298,0.70870537,10.702409,-1.6440105,-4.0071154,2.6186986,,,,
1998,6:14:21,-0.16520496,1.1253091,9.61062,-1.859142,-3.7844987,1.9168972,,487,6:20:57,17.06399918
1999,6:14:21,0.28013015,1.6448668,8.789383,-1.5164285,-3.0494084,0.34576625,,,,
2000,6:14:21,0.51955765,-0.0670397,12.517269,-0.9956175,-4.6758475,3.218101,,488,6:20:58,18.50399952
2001,6:14:21,-0.4956149,2.004008,8.655303,-2.0216577,-3.071703,0.6704238,,,,
2002,6:14:21,0.2777359,0.9217958,10.841276,-1.2151461,-3.4937248,1.6848886,,489,6:20:59,19.25999966
2003,6:14:21,-0.3902668,1.5059988,8.499676,-1.9138622,-3.5891178,1.1748381,,,,
2004,6:14:21,-0.36871833,0.3974496,10.958596,-1.7444551,-4.3110023,2.320703,,490,6:21:00,19.54799938
2005,6:14:21,-0.81644773,1.6855695,10.817333,-1.8277344,-3.5962772,2.3593328,,,,
2006,6:14:22,0.002394275,1.637684,10.343267,-1.2137257,-3.2995048,1.836052,,491,6:21:01,20.19600048
2007,6:14:22,-0.3304099,0.90024734,9.641745,-1.6732384,-3.9201226,1.6033671,,,,
2008,6:14:22,-0.40223816,1.1803775,9.926663,-1.9175094,-3.6328602,1.6774868,,492,6:21:02,18.54000034
2009,6:14:22,-0.60335726,1.2091088,9.42626,-2.236618,-3.6113613,1.1747255,,,,
2010,6:14:22,-0.35435268,0.42618093,12.2155905,-1.9557337,-4.19073,3.5534866,,493,6:21:03,13.10400038
2011,6:14:22,0.97446984,1.0247496,10.520444,-0.95960635,-3.4358037,1.8413235,,,,
2012,6:14:22,0.67279124,0.7948992,9.342461,-1.1475918,-3.8659897,1.6108757,,494,6:21:04,11.41200027
2013,6:14:22,0.5219519,0.89545876,9.308941,-1.1217206,-3.5817375,0.13875666,,,,
2014,6:14:22,-0.50998056,0.8379962,8.763046,-2.0506577,-3.9894822,0.33608675,,495,6:21:05,12.88799973
2015,6:14:22,-0.9768641,0.8044763,12.409526,-2.776545,-3.7677205,3.7052338,,,,
2016,6:14:23,0.4860378,1.2258687,8.825297,-1.3018239,-3.3480327,0.2663185,,496,6:21:06,11.37600031
2017,6:14:23,0.44294083,0.9792584,9.656111,-1.2779138,-3.6169674,1.1614829,,,,
2018,6:14:23,-0.12210801,0.098165266,11.911517,-1.9157326,-4.404865,3.8194718,,497,6:21:07,9.431999588
2019,6:14:23,0.045491222,1.0343267,9.117398,-1.5861499,-3.4620233,-0.2164702,,,,
2020,6:14:23,-0.57462597,0.019154198,10.8700075,-2.2614677,-4.6061926,2.5991497,,498,6:21:08,7.343999863
2021,6:14:23,-0.047885496,0.9696813,9.601042,-1.8003057,-3.754649,0.5474478,,,,
2022,6:14:23,-0.19393626,0.3615355,10.486923,-1.9370714,-4.3797464,2.8304079,,499,6:21:09,12.05999966
2023,6:14:23,-0.32562137,0.8786988,10.240314,-2.006121,-3.9779823,1.4109193,,,,
2024,6:14:23,0.07901107,0.8356019,9.356826,-1.7447942,-3.930848,0.794289,,500,6:21:10,10.04399986
2025,6:14:23,-0.30646718,0.4070267,9.440625,-2.1632857,-4.4557896,1.8139102,,,,
2026,6:14:24,-0.47167215,0.19393626,11.008876,-2.2783947,-4.6495323,2.4468126,,501,6:21:11,10.15199976
2027,6:14:24,0.5027977,0.51716334,9.663293,-1.4161228,-4.20477,1.2186358,,,,
2028,6:14:24,-0.2849187,0.26097596,10.072714,-2.119774,-4.6449304,2.240456,,502,6:21:12,9.323999691
2029,6:14:24,0.21787901,1.0965779,8.973742,-1.7301983,-3.9889793,0.7930072,,,,
2030,6:14:24,0.69912827,0.6392714,9.541185,-1.1239284,-4.220085,1.2368248,,503,6:21:13,10.72800007
2031,6:14:24,-0.30167863,0.20590763,11.387171,-2.0372298,-4.6275125,3.1687608,,,,
2032,6:14:24,-0.5889916,1.3862851,10.3743925,-2.2739394,-3.6045823,1.8460331,,504,6:21:14,10.54800024
2033,6:14:24,-0.052674048,1.4006507,10.012857,-1.9311788,-3.5873694,1.817519,,,,
2034,6:14:24,-0.045491222,1.1971374,9.330489,-1.9197142,-3.7257602,0.9674109,,505,6:21:15,7.415999794
2035,6:14:24,0.102953814,1.4269878,9.703996,-2.057025,-3.4177563,0.94800824,,,,
2036,6:14:25,0.6344828,0.92658436,9.63935,-1.6228611,-3.8778973,1.7465471,,506,6:21:16,7.920000172
2037,6:14:25,1.3312168,1.5467016,10.431855,-0.78170747,-3.0650668,1.970562,,,,
2038,6:14:25,0.6368771,0.48124924,11.463788,-1.4564213,-3.7632327,2.9061487,,507,6:21:17,9.25199976
2039,6:14:25,0.80208206,0.7134939,9.320911,-1.1908703,-3.9089723,0.73015726,,,,
2040,6:14:25,0.18196489,0.9241901,9.644139,-1.7734476,-3.5677211,0.85054076,,508,6:21:18,8.495999622
2041,6:14:25,0.40463245,0.8332076,9.026416,-1.6098204,-3.8511624,0.98508346,,,,
2042,6:14:25,0.6943397,1.0127783,9.474146,-1.4264437,-3.4992993,0.99488974,,509,6:21:19,8.892000103
2043,6:14:25,1.1229149,0.35435268,10.659311,-0.921111,-4.1405306,2.6242614,,,,
2044,6:14:25,0.72546524,0.9577099,9.629773,-1.2039036,-3.7352986,1.1547906,,510,6:21:20,5.292000103
2045,6:14:25,0.42378664,0.9074302,10.802968,-1.538709,-3.6713448,2.3213832,,,,
2046,6:14:26,0.82123625,1.2689656,9.929058,-0.9931563,-3.4356778,1.6406752,,511,6:21:21,4.067999983
2047,6:14:26,0.43575802,0.8092649,10.858036,-1.3651279,-3.847398,2.0921025,,,,
2048,6:14:26,0.38547826,1.0774237,9.876384,-1.3577636,-3.7376297,1.5488851,,512,6:21:22,3.6
2049,6:14:26,0.42378664,1.1516461,9.368797,-1.3240534,-3.5769672,0.8830927,,,,
2050,6:14:26,0.1699935,0.6153286,10.968173,-1.4703586,-4.0892854,2.601434,,513,6:21:23,4.535999966
2051,6:14:26,0.117319465,1.0654523,9.057542,-1.4378265,-3.7108715,0.4786994,,,,
2052,6:14:26,-0.3304099,0.84278476,11.377594,-1.9813254,-3.8575287,3.213471,,514,6:21:24,5.111999846
2053,6:14:26,-0.3232271,1.1037607,9.210775,-1.8105726,-3.7146275,0.8712373,,,,
2054,6:14:26,-0.09337672,1.1205206,9.27542,-1.6596489,-3.6390324,0.85445297,,515,6:21:25,6.803999949
2055,6:14:26,-0.87630457,0.7877164,11.245909,-2.372321,-3.912646,2.6831753,,,,
2056,6:14:27,0.14844504,1.3048798,8.945011,-1.5205091,-3.6103847,0.43039465,,516,6:21:26,9.9
2057,6:14:27,0.5506832,0.9194015,11.854054,-1.001606,-3.5767426,3.2429497,,,,
2058,6:14:27,0.15323359,1.7526091,8.684034,-1.436203,-3.3800209,0.5930926,,517,6:21:27,12.13199959
2059,6:14:27,0.43815228,3.7063375,10.276228,-0.9759321,-1.5326515,2.183474,,,,
2060,6:14:27,-0.1987248,2.0902019,9.80695,-1.6922073,-2.8609219,1.0875282,,518,6:21:28,14.79600048
2061,6:14:27,0.40223816,1.6975409,11.248303,-1.0540617,-3.182036,2.4285107,,,,
2062,6:14:27,0.7541966,1.6400782,8.607418,-0.93526345,-3.1491904,0.5673806,,519,6:21:29,13.82399969
2063,6:14:27,0.27294734,1.5036045,10.439038,-1.250389,-3.28307,1.7886051,,,,
2064,6:14:27,0.023942748,1.9824595,9.955395,-1.5550317,-2.7723436,1.459418,,520,6:21:30,15.40800076
2065,6:14:27,0.42618093,1.620924,10.491713,-1.1243665,-3.23945,2.145991,,,,
2066,6:14:28,0.6440599,2.2266755,9.268238,-0.9048773,-2.772472,1.0347629,,521,6:21:31,18.39600048
2067,6:14:28,0.53392327,1.8675344,10.30017,-0.90900344,-2.888956,1.6808491,,,,
2068,6:14:28,-0.2657645,1.6089526,10.247497,-1.6413984,-3.312383,2.1799998,,522,6:21:32,19.61999931
2069,6:14:28,0.12450229,1.8890828,10.00328,-1.2368313,-2.8779824,1.6856648,,,,
2070,6:14:28,-0.15083931,1.7741576,8.7822,-1.5282347,-2.9721458,0.34182778,,523,6:21:33,20.98799973
2071,6:14:28,-0.409421,1.5371244,11.1142235,-1.7050098,-3.367907,2.6953993,,,,
2072,6:14:28,0.3998439,2.8874955,8.0687065,-1.0046259,-2.1016023,-0.588108,,524,6:21:34,22.39199924
2073,6:14:28,0.071828246,1.637684,11.312948,-1.1240133,-3.384749,3.1200185,,,,
2074,6:14:28,0.51955765,1.9130256,9.330489,-0.8776029,-2.7370563,0.6168038,,525,6:21:35,23.47199993
2075,6:14:28,0.011971374,1.4700848,10.336084,-1.1876614,-3.4928184,2.3256137,,,,
2076,6:14:29,-0.32801566,2.0064023,9.3280945,-1.6293373,-2.7118125,0.60394347,,526,6:21:36,22.85999966
2077,6:14:29,-0.45491222,1.6664152,9.656111,-1.7189722,-3.0567143,1.2634066,,,,
2078,6:14:29,0.14365649,1.5921928,10.637763,-1.1990556,-3.0208116,2.0005996,,527,6:21:37,20.05200062
2079,6:14:29,0.27294734,1.4748733,10.336084,-0.9985603,-3.2763162,2.0991142,,,,
2080,6:14:29,0.4764607,1.3958622,10.38397,-0.6680914,-3.0592387,1.3294952,,528,6:21:38,19.18799973
2081,6:14:29,-0.6392714,1.637684,9.574705,-1.723645,-3.2913196,1.3763624,,,,
2082,6:14:29,-1.0151725,1.5395187,10.108628,-2.1642196,-2.9871733,1.2583882,,529,6:21:39,18
2083,6:14:29,-0.31125572,1.0606637,9.644139,-1.5776937,-3.728555,1.3064082,,,,
2084,6:14:29,-0.2849187,1.2330515,10.281016,-1.400835,-3.484281,1.573534,,530,6:21:40,19.51200027
2085,6:14:29,-0.40223816,1.0965779,10.527626,-1.5397266,-3.4562542,1.7402823,,,,
2086,6:14:30,-0.65124273,1.1995317,10.379181,-1.7809378,-3.4498985,1.7415879,,531,6:21:41,20.30399952
2087,6:14:30,-0.7206767,0.9385557,9.423865,-1.8939635,-3.5658123,0.774179,,,,
2088,6:14:30,-0.6847626,0.82602483,10.151725,-1.9114778,-3.8459058,1.7380753,,532,6:21:42,21.74399986
2089,6:14:30,-0.3328042,1.6089526,9.519637,-1.5393698,-3.2016296,1.1955329,,,,
2090,6:14:30,-0.5794145,1.0774237,10.922682,-1.7159704,-3.457262,2.019917,,533,6:21:43,21.6
2091,6:14:30,-0.8236305,1.7478206,9.974549,-2.029924,-2.9995525,1.3557456,,,,
2092,6:14:30,-0.72546524,0.9864412,10.740717,-2.0301166,-3.573377,2.0063117,,534,6:21:44,21.70800076
2093,6:14:30,-0.9194015,1.3671309,10.089474,-2.4063392,-3.110463,1.6242497,,,,
2094,6:14:30,-0.06464542,1.0175668,10.022434,-1.837415,-3.521829,1.5592878,,535,6:21:45,17.53199959
2095,6:14:30,0.19154198,0.6153286,9.57231,-1.882966,-3.8961475,1.6659296,,,,
2096,6:14:31,-0.052674048,0.6895511,9.9889145,-1.9502952,-3.9340222,1.5616536,,536,6:21:46,16.95600014
2097,6:14:31,0.5770202,1.2546,9.871595,-1.3988131,-3.715718,1.6546074,,,,
2098,6:14:31,1.2857256,0.4740664,10.345661,-0.73414356,-4.150569,1.6917423,,537,6:21:47,15.11999931
2099,6:14:31,0.505192,0.6273,9.158101,-1.552438,-4.3216968,1.2423265,,,,
2100,6:14:31,0.17238778,0.74222517,9.744699,-1.8595657,-4.0210695,1.2412975,,538,6:21:48,12.92399969
2101,6:14:31,-0.014365649,1.036721,10.190034,-1.8334672,-3.904883,1.8763783,,,,
2102,6:14:31,0.028731298,0.7709565,10.158908,-1.6998879,-3.8950438,1.424768,,539,6:21:49,10.15199976
2103,6:14:31,-0.5913859,-0.36392978,10.204399,-2.2588792,-5.3490176,2.1963289,,,,
2104,6:14:31,-0.30646718,-0.28970724,10.218765,-2.0322824,-5.4053698,2.1223223,,540,6:21:50,10.15199976
2105,6:14:31,-0.014365649,0.87151605,10.36721,-1.7751615,-4.3511763,2.0947244,,,,
2106,6:14:32,0.5770202,1.1492519,8.27222,-1.5863078,-4.212389,0.7822234,,541,6:21:51,10.94399986
2107,6:14:32,0.05027977,-0.61293435,11.289005,-1.9634928,-5.8606176,3.0557487,,,,
2108,6:14:32,0.6296943,0.888276,9.627379,-1.5976719,-4.183825,1.4221501,,542,6:21:52,9.107999897
2109,6:14:32,-0.29689008,0.9074302,10.242707,-2.2472014,-4.3753424,2.2566586,,,,
2110,6:14:32,-0.67279124,1.7358493,9.105427,-2.704949,-3.533976,1.1532557,,543,6:21:53,8.028000069
2111,6:14:32,-0.15323359,0.9313729,10.38397,-2.0304425,-4.1911,1.9803101,,,,
2112,6:14:32,0.37829542,1.1085492,11.193234,-1.445137,-3.872853,2.8963418,,544,6:21:54,7.235999966
2113,6:14:32,-0.24421602,1.4772675,9.308941,-2.0826497,-3.7513947,1.4454033,,,,
2114,6:14:32,-0.5985687,1.7981004,8.930645,-2.5746205,-3.5185547,0.8695859,,545,6:21:55,3.635999966
