AccelerometerX,AccelerometerY,AccelerometerZ,GyroX,GyroY,GyroZ,AccToGX,AccToGY,AccToGZ,GyroToDegPerSecondX,GyroToDegPerSecondY,GyroToDegPerSecondZ,TimeStamp
-6365,-3129,192,-4211,-642,893,-0.7769775390625,-0.3819580078125,0.0234375,-128.38414634146343,-19.573170731707318,27.225609756097562,1565282321776
-6400,-3148,341,-4065,-505,882,-0.78125,-0.38427734375,0.0416259765625,-123.9329268292683,-15.396341463414636,26.89024390243903,1565282321784
-6678,-3177,278,-4244,-513,860,-0.815185546875,-0.3878173828125,0.033935546875,-129.39024390243904,-15.640243902439027,26.219512195121954,1565282321794
-6702,-2963,-37,-4322,-141,826,-0.818115234375,-0.3616943359375,-0.0045166015625,-131.76829268292684,-4.298780487804878,25.182926829268293,1565282321804
-6723,-3017,-101,-4642,-288,785,-0.8206787109375,-0.3682861328125,-0.0123291015625,-141.52439024390245,-8.78048780487805,23.932926829268293,1565282321874
-6767,-3311,-565,-4665,515,-1,-0.8260498046875,-0.4041748046875,-0.0689697265625,-142.22560975609758,15.701219512195124,-0.030487804878048783,1565282321880
-6773,-3588,-623,-4643,559,-86,-0.8267822265625,-0.43798828125,-0.0760498046875,-141.5548780487805,17.04268292682927,-2.6219512195121952,1565282321886
-6776,-3607,-476,-4612,599,92,-0.8271484375,-0.4403076171875,-0.05810546875,-140.609756097561,18.262195121951223,2.804878048780488,1565282321896
-6546,-3656,-791,-4296,420,-317,-0.799072265625,-0.4462890625,-0.0965576171875,-130.97560975609758,12.80487804878049,-9.664634146341465,1565282321903
-6567,-3682,-838,-4265,456,-135,-0.8016357421875,-0.449462890625,-0.102294921875,-130.03048780487805,13.902439024390246,-4.115853658536586,1565282321979
-6985,-3951,-1009,-3804,467,-499,-0.8526611328125,-0.4822998046875,-0.1231689453125,-115.97560975609757,14.237804878048781,-15.213414634146343,1565282321985
-6981,-3735,-1311,-3745,450,-799,-0.8521728515625,-0.4559326171875,-0.1600341796875,-114.17682926829269,13.719512195121952,-24.35975609756098,1565282321991
-6966,-3776,-1365,-3941,431,-852,-0.850341796875,-0.4609375,-0.1666259765625,-120.15243902439025,13.140243902439025,-25.975609756097562,1565282321996
-6943,-3814,-1167,-3886,413,-656,-0.8475341796875,-0.465576171875,-0.1424560546875,-118.47560975609757,12.591463414634147,-20.0,1565282322001
-6650,-4181,-1262,-3548,403,-1070,-0.811767578125,-0.5103759765625,-0.154052734375,-108.17073170731709,12.286585365853659,-32.6219512195122,1565282322085
-6767,-4347,-1517,-3392,586,-1441,-0.8260498046875,-0.5306396484375,-0.1851806640625,-103.41463414634147,17.865853658536587,-43.9329268292683,1565282322094
-6699,-4669,-1896,-3052,596,-1894,-0.8177490234375,-0.5699462890625,-0.2314453125,-93.04878048780489,18.170731707317074,-57.743902439024396,1565282322105
-6721,-4493,-1744,-3174,395,-1735,-0.8204345703125,-0.5484619140625,-0.212890625,-96.76829268292684,12.042682926829269,-52.896341463414636,1565282322121
-6586,-4918,-2173,-3170,793,-2097,-0.803955078125,-0.600341796875,-0.2652587890625,-96.64634146341464,24.176829268292686,-63.9329268292683,1565282322142
-6890,-5189,-2019,-2997,1056,-1971,-0.841064453125,-0.6334228515625,-0.2464599609375,-91.3719512195122,32.19512195121951,-60.09146341463415,1565282322189
-6992,-5186,-2864,-2840,835,-1941,-0.853515625,-0.633056640625,-0.349609375,-86.58536585365854,25.457317073170735,-59.176829268292686,1565282322196
-6655,-4830,-2931,-2826,836,-2120,-0.8123779296875,-0.589599609375,-0.3577880859375,-86.15853658536587,25.48780487804878,-64.63414634146342,1565282322202
-6776,-4973,-2782,-2538,795,-1769,-0.8271484375,-0.6070556640625,-0.339599609375,-77.37804878048782,24.23780487804878,-53.9329268292683,1565282322213
-6311,-4540,-3012,-2849,839,-1756,-0.7703857421875,-0.55419921875,-0.36767578125,-86.85975609756099,25.57926829268293,-53.53658536585366,1565282322219
-6311,-4489,-3337,-2915,666,-2049,-0.7703857421875,-0.5479736328125,-0.4073486328125,-88.8719512195122,20.30487804878049,-62.46951219512196,1565282322293
-6058,-4430,-3849,-2795,526,-1182,-0.739501953125,-0.540771484375,-0.4698486328125,-85.21341463414635,16.03658536585366,-36.03658536585366,1565282322299
-6042,-4237,-3889,-2779,202,-1157,-0.737548828125,-0.5172119140625,-0.4747314453125,-84.72560975609757,6.158536585365854,-35.274390243902445,1565282322305
-6267,-4625,-3737,-2924,273,-1370,-0.7650146484375,-0.5645751953125,-0.4561767578125,-89.14634146341464,8.323170731707318,-41.768292682926834,1565282322313
-6242,-4685,-3808,-2849,-72,-1364,-0.761962890625,-0.5718994140625,-0.46484375,-86.85975609756099,-2.1951219512195124,-41.58536585365854,1565282322318
-6238,-4494,-4144,-2523,114,-1380,-0.761474609375,-0.548583984375,-0.505859375,-76.92073170731707,3.4756097560975614,-42.07317073170732,1565282322399
-6300,-5127,-4639,-2327,-244,-1107,-0.76904296875,-0.6258544921875,-0.5662841796875,-70.94512195121952,-7.439024390243903,-33.75,1565282322406
-6277,-4861,-4677,-1994,-565,-714,-0.7662353515625,-0.5933837890625,-0.5709228515625,-60.79268292682927,-17.225609756097562,-21.76829268292683,1565282322413
-6509,-4836,-4725,-1931,-607,-842,-0.7945556640625,-0.59033203125,-0.5767822265625,-58.8719512195122,-18.50609756097561,-25.670731707317074,1565282322423
-6505,-4821,-4726,-2102,-626,-611,-0.7940673828125,-0.5885009765625,-0.576904296875,-64.08536585365854,-19.085365853658537,-18.628048780487806,1565282322436
-6273,-4797,-4710,-2059,-634,-227,-0.7657470703125,-0.5855712890625,-0.574951171875,-62.774390243902445,-19.32926829268293,-6.920731707317074,1565282322505
-6115,-4656,-4423,-1778,-997,620,-0.7464599609375,-0.568359375,-0.5399169921875,-54.207317073170735,-30.396341463414636,18.902439024390244,1565282322512
-6104,-4617,-4380,-1508,-1362,416,-0.7451171875,-0.5635986328125,-0.53466796875,-45.97560975609756,-41.524390243902445,12.682926829268293,1565282322519
-6089,-4322,-4080,-1495,-1231,457,-0.7432861328125,-0.527587890625,-0.498046875,-45.57926829268293,-37.53048780487805,13.932926829268293,1565282322533
-6066,-4282,-4046,-1484,-1623,485,-0.740478515625,-0.522705078125,-0.493896484375,-45.243902439024396,-49.48170731707317,14.786585365853659,1565282322540
-6254,-4469,-3992,-1475,-1508,491,-0.763427734375,-0.5455322265625,-0.4873046875,-44.96951219512196,-45.97560975609756,14.969512195121952,1565282322608
-5777,-4027,-3726,-1835,-2552,145,-0.7052001953125,-0.4915771484375,-0.454833984375,-55.94512195121952,-77.8048780487805,4.420731707317073,1565282322614
-5772,-4214,-3944,-1865,-2931,329,-0.70458984375,-0.514404296875,-0.4814453125,-56.85975609756098,-89.35975609756099,10.03048780487805,1565282322620
-5773,-4173,-3913,-1882,-2728,315,-0.7047119140625,-0.5093994140625,-0.4776611328125,-57.37804878048781,-83.17073170731707,9.603658536585368,1565282322627
-5775,-4131,-3889,-1904,-2770,313,-0.7049560546875,-0.5042724609375,-0.4747314453125,-58.04878048780488,-84.45121951219512,9.542682926829269,1565282322633
-5783,-3833,-3558,-1680,-2797,324,-0.7059326171875,-0.4678955078125,-0.434326171875,-51.21951219512196,-85.27439024390245,9.878048780487806,1565282322714
-6218,-3854,-3520,-2354,-2881,465,-0.759033203125,-0.470458984375,-0.4296875,-71.76829268292684,-87.83536585365854,14.176829268292684,1565282322721
-6256,-3859,-3523,-2411,-2837,784,-0.763671875,-0.4710693359375,-0.4300537109375,-73.50609756097562,-86.4939024390244,23.902439024390247,1565282322819
-6075,-3877,-3533,-2245,-2479,862,-0.7415771484375,-0.4732666015625,-0.4312744140625,-68.44512195121952,-75.57926829268294,26.28048780487805,1565282322828
-6111,-3889,-3544,-2272,-2680,890,-0.7459716796875,-0.4747314453125,-0.4326171875,-69.26829268292684,-81.70731707317074,27.134146341463417,1565282322835
-6411,-3899,-3561,-2291,-2618,654,-0.7825927734375,-0.4759521484375,-0.4346923828125,-69.84756097560977,-79.81707317073172,19.939024390243905,1565282322844
-6794,-3991,-3824,-2431,-1782,410,-0.829345703125,-0.4871826171875,-0.466796875,-74.1158536585366,-54.32926829268293,12.500000000000002,1565282322858
-7510,-4261,-4098,-2572,-1415,523,-0.916748046875,-0.5201416015625,-0.500244140625,-78.41463414634147,-43.140243902439025,15.945121951219514,1565282322924
-7994,-4514,-3867,-2688,-1168,174,-0.975830078125,-0.551025390625,-0.4720458984375,-81.95121951219512,-35.609756097560975,5.3048780487804885,1565282322930
-7934,-4866,-3710,-2284,-1584,244,-0.968505859375,-0.593994140625,-0.452880859375,-69.63414634146342,-48.29268292682927,7.439024390243903,1565282322936
-7759,-4635,-3492,-1668,-2000,485,-0.9471435546875,-0.5657958984375,-0.42626953125,-50.85365853658537,-60.97560975609757,14.786585365853659,1565282322942
-7890,-4728,-2840,-1129,-2139,-518,-0.963134765625,-0.5771484375,-0.3466796875,-34.420731707317074,-65.21341463414635,-15.79268292682927,1565282322950
-7908,-4694,-2456,-747,-2006,-558,-0.96533203125,-0.572998046875,-0.2998046875,-22.77439024390244,-61.15853658536586,-17.012195121951223,1565282323029
-6374,-3677,-1458,-885,-2490,-940,-0.778076171875,-0.4488525390625,-0.177978515625,-26.981707317073173,-75.91463414634147,-28.658536585365855,1565282323035
-6674,-3685,-1635,-715,-2686,-938,-0.814697265625,-0.4498291015625,-0.1995849609375,-21.79878048780488,-81.89024390243902,-28.59756097560976,1565282323044
-6738,-3693,-1556,-1060,-2628,-915,-0.822509765625,-0.4508056640625,-0.18994140625,-32.31707317073171,-80.1219512195122,-27.896341463414636,1565282323059
-6552,-3704,-1230,-899,-2574,-1121,-0.7998046875,-0.4521484375,-0.150146484375,-27.408536585365855,-78.47560975609757,-34.176829268292686,1565282323069
-6954,-3472,-1350,-1344,-2229,-665,-0.848876953125,-0.423828125,-0.164794921875,-40.97560975609756,-67.95731707317074,-20.27439024390244,1565282323133
-6601,-3538,-709,-1871,-1963,341,-0.8057861328125,-0.431884765625,-0.0865478515625,-57.04268292682927,-59.84756097560976,10.396341463414634,1565282323138
-6722,-3548,-647,-1681,-2138,170,-0.820556640625,-0.43310546875,-0.0789794921875,-51.25000000000001,-65.1829268292683,5.182926829268293,1565282323142
-6680,-3552,-877,-2071,-1909,155,-0.8154296875,-0.43359375,-0.1070556640625,-63.14024390243903,-58.201219512195124,4.725609756097561,1565282323148
-6399,-3561,-853,-2132,-1523,369,-0.7811279296875,-0.4346923828125,-0.1041259765625,-65.0,-46.4329268292683,11.250000000000002,1565282323152
-6384,-3562,-846,-1924,-1654,303,-0.779296875,-0.434814453125,-0.103271484375,-58.65853658536586,-50.426829268292686,9.237804878048781,1565282323240
-6765,-3445,-948,-1950,-817,-775,-0.8258056640625,-0.4205322265625,-0.11572265625,-59.451219512195124,-24.908536585365855,-23.628048780487806,1565282323255
-6577,-3455,-1291,-1980,-416,-795,-0.8028564453125,-0.4217529296875,-0.1575927734375,-60.365853658536594,-12.682926829268293,-24.23780487804878,1565282323266
-6606,-3240,-1324,-1999,-606,-783,-0.806396484375,-0.3955078125,-0.16162109375,-60.94512195121952,-18.475609756097562,-23.871951219512198,1565282323280
-6645,-3292,-1356,-2018,-537,-508,-0.8111572265625,-0.40185546875,-0.16552734375,-61.524390243902445,-16.371951219512198,-15.487804878048783,1565282323291
-6937,-3620,-1379,-2024,-223,-485,-0.8468017578125,-0.44189453125,-0.1683349609375,-61.707317073170735,-6.798780487804879,-14.786585365853659,1565282323344
-6918,-3965,-1182,-1669,-379,-444,-0.844482421875,-0.4840087890625,-0.144287109375,-50.88414634146342,-11.55487804878049,-13.536585365853659,1565282323350
-6654,-3728,-1197,-1862,-376,-472,-0.812255859375,-0.455078125,-0.1461181640625,-56.768292682926834,-11.463414634146343,-14.390243902439027,1565282323357
-6653,-3768,-1231,-1500,-369,-805,-0.8121337890625,-0.4599609375,-0.1502685546875,-45.73170731707317,-11.250000000000002,-24.542682926829272,1565282323364
-6913,-3791,-1247,-1452,-369,-849,-0.8438720703125,-0.4627685546875,-0.1522216796875,-44.268292682926834,-11.250000000000002,-25.884146341463417,1565282323369
-6650,-3817,-1271,-1661,-371,-891,-0.811767578125,-0.4659423828125,-0.1551513671875,-50.64024390243903,-11.310975609756099,-27.164634146341466,1565282323449
-6566,-4447,-1528,-1333,-243,-1385,-0.801513671875,-0.5428466796875,-0.1865234375,-40.640243902439025,-7.408536585365854,-42.22560975609756,1565282323454
-6555,-4231,-1816,-929,33,-1203,-0.8001708984375,-0.5164794921875,-0.2216796875,-28.323170731707318,1.0060975609756098,-36.676829268292686,1565282323462
-6784,-4269,-1836,-1095,48,-1537,-0.828125,-0.5211181640625,-0.22412109375,-33.38414634146342,1.4634146341463417,-46.85975609756098,1565282323469
-6746,-4296,-1850,-746,61,-1620,-0.823486328125,-0.5244140625,-0.225830078125,-22.743902439024392,1.8597560975609757,-49.39024390243903,1565282323479
-6381,-4306,-1864,-647,71,-1794,-0.7789306640625,-0.525634765625,-0.2275390625,-19.725609756097562,2.164634146341464,-54.69512195121952,1565282323554
-7799,-5379,-1764,-629,747,-2386,-0.9520263671875,-0.6566162109375,-0.21533203125,-19.176829268292686,22.77439024390244,-72.7439024390244,1565282323561
-6840,-5121,-2031,191,75,-1497,-0.8349609375,-0.6251220703125,-0.2479248046875,5.823170731707317,2.2865853658536586,-45.64024390243903,1565282323568
-6777,-4768,-2235,187,113,-1847,-0.8272705078125,-0.58203125,-0.2728271484375,5.701219512195123,3.4451219512195124,-56.3109756097561,1565282323578
-6602,-4857,-2572,-25,207,-2168,-0.805908203125,-0.5928955078125,-0.31396484375,-0.7621951219512195,6.310975609756098,-66.09756097560977,1565282323588
-6910,-5386,-2201,8,831,-2390,-0.843505859375,-0.657470703125,-0.2686767578125,0.24390243902439027,25.335365853658537,-72.8658536585366,1565282323660
-6697,-4876,-2901,10,661,-1886,-0.8175048828125,-0.59521484375,-0.3541259765625,0.30487804878048785,20.152439024390247,-57.50000000000001,1565282323669
-6668,-4594,-2738,-286,654,-1794,-0.81396484375,-0.560791015625,-0.334228515625,-8.719512195121952,19.939024390243905,-54.69512195121952,1565282323680
-6277,-4539,-2787,-360,814,-1480,-0.7662353515625,-0.5540771484375,-0.3402099609375,-10.975609756097562,24.81707317073171,-45.1219512195122,1565282323694
-6434,-4491,-3091,-379,488,-1454,-0.785400390625,-0.5482177734375,-0.3773193359375,-11.55487804878049,14.878048780487806,-44.32926829268293,1565282323708
-6202,-4700,-2986,-138,415,-1653,-0.757080078125,-0.57373046875,-0.364501953125,-4.207317073170732,12.652439024390246,-50.396341463414636,1565282323764
-6025,-5219,-3308,-186,171,-1417,-0.7354736328125,-0.6370849609375,-0.40380859375,-5.670731707317073,5.213414634146342,-43.201219512195124,1565282323770
-6062,-5073,-3652,-158,138,-1441,-0.739990234375,-0.6192626953125,-0.44580078125,-4.817073170731708,4.207317073170732,-43.9329268292683,1565282323777
-6424,-5094,-3685,-317,303,-1640,-0.7841796875,-0.621826171875,-0.4498291015625,-9.664634146341465,9.237804878048781,-50.00000000000001,1565282323785
-6431,-5085,-3460,9,-32,-1538,-0.7850341796875,-0.6207275390625,-0.42236328125,0.27439024390243905,-0.9756097560975611,-46.89024390243903,1565282323791
-6417,-5058,-3489,77,-106,-1166,-0.7833251953125,-0.617431640625,-0.4259033203125,2.347560975609756,-3.231707317073171,-35.54878048780488,1565282323869
-6462,-4833,-3699,573,-139,-72,-0.788818359375,-0.5899658203125,-0.4515380859375,17.469512195121954,-4.237804878048781,-2.1951219512195124,1565282323877
-6460,-4792,-3666,622,-179,333,-0.78857421875,-0.5849609375,-0.447509765625,18.963414634146343,-5.457317073170732,10.152439024390246,1565282323884
-6435,-4942,-3602,444,-543,611,-0.7855224609375,-0.603271484375,-0.439697265625,13.536585365853659,-16.554878048780488,18.628048780487806,1565282323893
-6410,-4877,-3312,471,-613,473,-0.782470703125,-0.5953369140625,-0.404296875,14.359756097560977,-18.689024390243905,14.420731707317074,1565282323905
-6122,-4556,-3282,484,-438,828,-0.747314453125,-0.55615234375,-0.400634765625,14.756097560975611,-13.353658536585368,25.243902439024392,1565282323974
-5819,-4296,-3030,359,-1379,837,-0.7103271484375,-0.5244140625,-0.369873046875,10.945121951219512,-42.04268292682927,25.51829268292683,1565282323982
-5763,-4270,-3001,306,-1212,496,-0.7034912109375,-0.521240234375,-0.3663330078125,9.329268292682928,-36.951219512195124,15.121951219512196,1565282323988
-5965,-4241,-2988,-8,-1541,400,-0.7281494140625,-0.5177001953125,-0.36474609375,-0.24390243902439027,-46.98170731707317,12.195121951219512,1565282323995
-5632,-4465,-3194,-69,-1593,213,-0.6875,-0.5450439453125,-0.389892578125,-2.103658536585366,-48.56707317073171,6.4939024390243905,1565282324009
-5608,-4452,-3165,58,-1651,136,-0.6845703125,-0.54345703125,-0.3863525390625,1.7682926829268295,-50.335365853658544,4.146341463414634,1565282324079
-5693,-4429,-3105,-593,-1261,90,-0.6949462890625,-0.5406494140625,-0.3790283203125,-18.07926829268293,-38.44512195121951,2.7439024390243905,1565282324087
-5749,-4266,-3102,-460,-1360,59,-0.7017822265625,-0.520751953125,-0.378662109375,-14.02439024390244,-41.463414634146346,1.7987804878048783,1565282324094
-5539,-4330,-3091,-770,-1024,46,-0.6761474609375,-0.528564453125,-0.3773193359375,-23.475609756097562,-31.219512195121954,1.402439024390244,1565282324104
-5588,-4650,-3080,-807,-958,34,-0.68212890625,-0.567626953125,-0.3759765625,-24.603658536585368,-29.207317073170735,1.0365853658536586,1565282324110
-5893,-4511,-2814,-831,-905,20,-0.7193603515625,-0.5506591796875,-0.343505859375,-25.335365853658537,-27.59146341463415,0.6097560975609757,1565282324184
-7030,-5694,-2774,-1019,-309,-493,-0.858154296875,-0.695068359375,-0.338623046875,-31.06707317073171,-9.420731707317074,-15.03048780487805,1565282324192
-7576,-6258,-2909,-1371,-326,-449,-0.9248046875,-0.763916015625,-0.3551025390625,-41.79878048780488,-9.939024390243903,-13.689024390243903,1565282324204
-7708,-6197,-2940,-764,-776,-209,-0.94091796875,-0.7564697265625,-0.35888671875,-23.29268292682927,-23.658536585365855,-6.371951219512195,1565282324224
-7432,-5808,-2734,-774,-1093,-381,-0.9072265625,-0.708984375,-0.333740234375,-23.59756097560976,-33.32317073170732,-11.615853658536587,1565282324238
-7263,-5977,-2888,-435,-922,-529,-0.8865966796875,-0.7296142578125,-0.3525390625,-13.26219512195122,-28.10975609756098,-16.128048780487806,1565282324288
-7458,-5574,-1957,12,-1608,-413,-0.910400390625,-0.680419921875,-0.2388916015625,0.3658536585365854,-49.024390243902445,-12.591463414634147,1565282324295
-7148,-5742,-2130,100,-1500,-631,-0.87255859375,-0.700927734375,-0.260009765625,3.048780487804878,-45.73170731707317,-19.23780487804878,1565282324303
-6889,-5493,-1720,-69,-2080,-625,-0.8409423828125,-0.6705322265625,-0.2099609375,-2.103658536585366,-63.41463414634147,-19.05487804878049,1565282324309
-6967,-5075,-1903,317,-1972,-385,-0.8504638671875,-0.6195068359375,-0.2322998046875,9.664634146341465,-60.1219512195122,-11.737804878048781,1565282324315
-6761,-5161,-1842,358,-2359,-385,-0.8253173828125,-0.6300048828125,-0.224853515625,10.914634146341465,-71.92073170731707,-11.737804878048781,1565282324394
-5991,-4574,-923,-282,-2308,-1078,-0.7313232421875,-0.558349609375,-0.1126708984375,-8.597560975609756,-70.3658536585366,-32.86585365853659,1565282324400
-5834,-4899,-1083,-303,-2016,-1116,-0.712158203125,-0.5980224609375,-0.1322021484375,-9.237804878048781,-61.463414634146346,-34.024390243902445,1565282324408
-6178,-4950,-742,-291,-2018,-1126,-0.754150390625,-0.604248046875,-0.090576171875,-8.871951219512196,-61.524390243902445,-34.32926829268293,1565282324415
-6051,-4986,-839,4,-2040,-1109,-0.7386474609375,-0.608642578125,-0.1024169921875,0.12195121951219513,-62.19512195121952,-33.8109756097561,1565282324421
-6118,-4992,-772,101,-2336,-1089,-0.746826171875,-0.609375,-0.09423828125,3.079268292682927,-71.21951219512195,-33.201219512195124,1565282324499
-6401,-4565,-283,248,-2568,-560,-0.7813720703125,-0.5572509765625,-0.0345458984375,7.560975609756098,-78.29268292682927,-17.073170731707318,1565282324506
-6105,-4544,2,588,-2577,-206,-0.7452392578125,-0.5546875,2.44140625E-4,17.926829268292686,-78.56707317073172,-6.2804878048780495,1565282324513
-6079,-4527,29,613,-2298,-168,-0.7420654296875,-0.5526123046875,0.0035400390625,18.689024390243905,-70.0609756097561,-5.121951219512195,1565282324530
-6057,-4502,54,630,-2271,-133,-0.7393798828125,-0.549560546875,0.006591796875,19.207317073170735,-69.23780487804879,-4.0548780487804885,1565282324539
-6249,-4685,103,637,-2244,-353,-0.7628173828125,-0.5718994140625,0.0125732421875,19.420731707317074,-68.41463414634147,-10.76219512195122,1565282324603
-5991,-4278,274,132,-2138,51,-0.7313232421875,-0.522216796875,0.033447265625,4.024390243902439,-65.1829268292683,1.5548780487804879,1565282324608
-5972,-4294,322,334,-2069,51,-0.72900390625,-0.524169921875,0.039306640625,10.182926829268293,-63.07926829268293,1.5548780487804879,1565282324612
-5930,-4350,148,258,-1696,41,-0.723876953125,-0.531005859375,0.01806640625,7.865853658536586,-51.707317073170735,1.25,1565282324618
-5890,-4631,181,-21,-1905,24,-0.718994140625,-0.5653076171875,0.0220947265625,-0.6402439024390244,-58.07926829268293,0.7317073170731708,1565282324623
-5582,-4652,199,-38,-1859,-264,-0.681396484375,-0.56787109375,0.0242919921875,-1.1585365853658538,-56.676829268292686,-8.048780487804878,1565282324710
-5322,-4719,129,-306,-1052,-812,-0.649658203125,-0.5760498046875,0.0157470703125,-9.329268292682928,-32.07317073170732,-24.75609756097561,1565282324720
-5335,-4487,375,-354,-686,-861,-0.6512451171875,-0.5477294921875,0.0457763671875,-10.792682926829269,-20.914634146341466,-26.250000000000004,1565282324727
-5376,-4552,370,-179,-483,-667,-0.65625,-0.5556640625,0.045166015625,-5.457317073170732,-14.725609756097562,-20.335365853658537,1565282324741
-5658,-4595,370,-208,-390,-683,-0.690673828125,-0.5609130859375,0.045166015625,-6.341463414634147,-11.890243902439025,-20.823170731707318,1565282324749
-5692,-4900,365,-234,-553,-694,-0.69482421875,-0.59814453125,0.0445556640625,-7.134146341463415,-16.85975609756098,-21.158536585365855,1565282324814
-5627,-5210,306,-223,112,-654,-0.6868896484375,-0.635986328125,0.037353515625,-6.798780487804879,3.414634146341464,-19.939024390243905,1565282324820
-5621,-5228,295,-218,-122,-663,-0.6861572265625,-0.63818359375,0.0360107421875,-6.646341463414635,-3.7195121951219514,-20.213414634146343,1565282324825
-5616,-5244,271,-220,-105,-682,-0.685546875,-0.64013671875,0.0330810546875,-6.707317073170732,-3.2012195121951224,-20.79268292682927,1565282324830
-5594,-4997,263,-226,-92,-739,-0.682861328125,-0.6099853515625,0.0321044921875,-6.890243902439025,-2.804878048780488,-22.53048780487805,1565282324838
-5567,-5237,-17,-220,-106,-763,-0.6795654296875,-0.6392822265625,-0.0020751953125,-6.707317073170732,-3.231707317073171,-23.262195121951223,1565282324919
-6167,-5570,-53,-141,-162,-1141,-0.7528076171875,-0.679931640625,-0.0064697265625,-4.298780487804878,-4.939024390243903,-34.78658536585366,1565282324927
-6189,-5601,-47,-533,39,-1376,-0.7554931640625,-0.6837158203125,-0.0057373046875,-16.25,1.1890243902439026,-41.951219512195124,1565282324942
-6079,-5917,274,-639,-44,-1243,-0.7420654296875,-0.7222900390625,0.033447265625,-19.481707317073173,-1.3414634146341464,-37.896341463414636,1565282324954
-6100,-5902,305,-621,-54,-1165,-0.74462890625,-0.720458984375,0.0372314453125,-18.932926829268293,-1.6463414634146343,-35.518292682926834,1565282324963
-5937,-5356,115,-188,-292,-1135,-0.7247314453125,-0.65380859375,0.0140380859375,-5.731707317073171,-8.902439024390244,-34.60365853658537,1565282325023
-5546,-5663,-854,-923,831,-1037,-0.677001953125,-0.6912841796875,-0.104248046875,-28.14024390243903,25.335365853658537,-31.615853658536587,1565282325028
-5709,-5699,-657,-1021,701,-745,-0.6968994140625,-0.6956787109375,-0.0802001953125,-31.12804878048781,21.371951219512198,-22.713414634146343,1565282325032
-5669,-5719,-715,-1303,766,-738,-0.6920166015625,-0.6981201171875,-0.0872802734375,-39.72560975609756,23.353658536585368,-22.500000000000004,1565282325040
-5642,-5739,-1072,-1307,1075,-737,-0.688720703125,-0.7005615234375,-0.130859375,-39.84756097560976,32.774390243902445,-22.469512195121954,1565282325047
-5637,-5539,-1139,-1286,907,-745,-0.6881103515625,-0.6761474609375,-0.1390380859375,-39.207317073170735,27.652439024390247,-22.713414634146343,1565282325130
-5902,-5814,-1613,-913,910,-1105,-0.720458984375,-0.709716796875,-0.1968994140625,-27.83536585365854,27.743902439024392,-33.68902439024391,1565282325139
-5878,-6206,-1440,-949,954,-1087,-0.717529296875,-0.757568359375,-0.17578125,-28.932926829268297,29.08536585365854,-33.140243902439025,1565282325150
-6214,-6237,-1477,-954,904,-763,-0.758544921875,-0.7613525390625,-0.1802978515625,-29.08536585365854,27.5609756097561,-23.262195121951223,1565282325164
-6228,-6225,-1520,-921,1052,-676,-0.76025390625,-0.7598876953125,-0.185546875,-28.07926829268293,32.07317073170732,-20.60975609756098,1565282325171
-6203,-6184,-1823,-1145,674,-851,-0.7572021484375,-0.7548828125,-0.2225341796875,-34.90853658536586,20.54878048780488,-25.945121951219516,1565282325233
-5920,-5753,-1716,-1135,82,-27,-0.72265625,-0.7022705078125,-0.20947265625,-34.60365853658537,2.5,-0.8231707317073171,1565282325239
-5613,-5684,-1736,-899,-284,343,-0.6851806640625,-0.69384765625,-0.2119140625,-27.408536585365855,-8.658536585365855,10.457317073170733,1565282325243
-5582,-5371,-1749,-941,-374,195,-0.681396484375,-0.6556396484375,-0.2135009765625,-28.689024390243905,-11.402439024390246,5.945121951219512,1565282325247
-5559,-5269,-1768,-1048,-552,423,-0.6785888671875,-0.6431884765625,-0.2158203125,-31.951219512195124,-16.82926829268293,12.896341463414636,1565282325251
-5536,-5478,-1782,-1367,-396,799,-0.67578125,-0.668701171875,-0.217529296875,-41.676829268292686,-12.073170731707318,24.35975609756098,1565282325339
-5337,-4993,-2170,-2159,-1234,1369,-0.6514892578125,-0.6094970703125,-0.264892578125,-65.82317073170732,-37.6219512195122,41.737804878048784,1565282325345
-5350,-5235,-1936,-2008,-1563,1393,-0.653076171875,-0.6390380859375,-0.236328125,-61.21951219512196,-47.65243902439025,42.46951219512196,1565282325351
-5360,-5223,-1984,-2375,-1633,1161,-0.654296875,-0.6375732421875,-0.2421875,-72.40853658536587,-49.78658536585366,35.396341463414636,1565282325356
-5652,-5197,-2006,-2612,-1504,1210,-0.68994140625,-0.6343994140625,-0.244873046875,-79.63414634146342,-45.85365853658537,36.890243902439025,1565282325361
-5663,-5183,-2020,-2478,-1820,1244,-0.6912841796875,-0.6326904296875,-0.24658203125,-75.54878048780489,-55.487804878048784,37.926829268292686,1565282325444
-5606,-4755,-2425,-3634,-1783,1773,-0.684326171875,-0.5804443359375,-0.2960205078125,-110.79268292682927,-54.35975609756098,54.054878048780495,1565282325452
-5916,-4745,-2209,-3915,-1774,2139,-0.72216796875,-0.5792236328125,-0.2696533203125,-119.35975609756099,-54.085365853658544,65.21341463414635,1565282325459
-5980,-4742,-2251,-3810,-1747,2003,-0.72998046875,-0.578857421875,-0.2747802734375,-116.15853658536587,-53.26219512195122,61.06707317073171,1565282325466
-5808,-4748,-2297,-4221,-1706,2391,-0.708984375,-0.57958984375,-0.2803955078125,-128.6890243902439,-52.01219512195122,72.89634146341464,1565282325475
-6238,-4743,-2646,-4366,-1902,2465,-0.761474609375,-0.5789794921875,-0.322998046875,-133.109756097561,-57.987804878048784,75.15243902439025,1565282325549
